********** Log newydd / New log **********,,,,,,,
53.27339,-3.8684688,9,15/08/2014 14:52,Eitem ysmygu,636,219.2,5
53.273148,-3.8678725,11,15/08/2014 14:57,Arall,1335,220,10
53.273083,-3.867915,7,15/08/2014 14:57,Baw ci,142,226.2,5
53.273026,-3.867826,7,15/08/2014 14:57,Baw ci,793,225.5,5
53.272923,-3.86766,11,15/08/2014 14:57,Arall,635,226.5,5
53.272545,-3.867014,7,15/08/2014 14:59,Baw ci,53,225.8,5
53.27272,-3.8671856,11,15/08/2014 14:59,Arall,621,226.7,5
53.272816,-3.8672442,9,15/08/2014 14:59,Eitem ysmygu,544,226.7,5
53.272846,-3.8672829,7,15/08/2014 14:59,Baw ci,226,226.8,5
53.273155,-3.8678334,8,15/08/2014 15:00,Bag baw ci,381,219.5,5
53.273716,-3.8686855,11,15/08/2014 15:02,Arall,385,227.5,5
53.273705,-3.8686998,9,15/08/2014 15:02,Eitem ysmygu,978,226.3,5
53.273712,-3.8687465,11,15/08/2014 15:02,Arall,280,224.7,5
53.27379,-3.8690233,11,15/08/2014 15:02,Arall,108,218.7,5
53.2738,-3.8690298,11,15/08/2014 15:02,Arall,265,219.4,5
53.273735,-3.869025,8,15/08/2014 15:02,Bag baw ci,405,217.7,5
53.273724,-3.8690386,8,15/08/2014 15:02,Bag baw ci,708,217.5,5
53.27336,-3.8692563,7,15/08/2014 15:03,Baw ci,340,215,5
53.273293,-3.8693492,11,15/08/2014 15:03,Arall,808,216,5
53.273273,-3.8693342,11,15/08/2014 15:04,Arall,762,216.4,5
53.27323,-3.8693001,11,15/08/2014 15:04,Arall,479,216.4,5
53.272774,-3.868602,11,15/08/2014 15:06,Arall,199,218.5,5
53.272762,-3.8685553,11,15/08/2014 15:06,Arall,274,218.7,5
